,Filename,Label,Sentence
4956,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"'2nd\u2003Gastronomic events –World Tapas Day–: 12,500 euros."
4957,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"3rd\u2003Improving the competitiveness of the product: 11,000 euros with the following breakdown: a)\u2003Savor Spain gastronomic days: 2,000 euros."
4958,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"b)\u2003Product development: 9,000 euros."
4959,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The amounts assigned to each of the previous actions that are not used may be assigned to one or more of the previous eligible actions - as long as the maximum variation of 20 percent above or below each is not exceeded. performance and provided that the total amount of the grant awarded is not exceeded.
4960,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The eligible accommodation and maintenance expenses provided for in the actions to be carried out will not exceed the amount of the compensation that - for the first group - is established by Royal Decree 462/2002 - of May 24 - on compensation for service reasons - except for exceptional reasons duly justified at the discretion of the Secretary of State for Tourism.
4961,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Similarly - travel must be in tourist class or equivalent - except for exceptional reasons duly justified at the discretion of the Secretary of State for Tourism.
4962,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"h)\u2003Association of Environmental and Consumer Education (ADEAC): 1st\u2003Payment of the cost of the first blue flag 2020: 11,500 euros."
4963,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"2nd\u2003Payment of the 2020 blue flag fee and fees that international organizations participating in the blue flag program must pay tothe foundation for environmental education (fee)- for membership and fee for award obtained: 23,500 euros."
4964,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 6.
4965,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Formalization and payment of subsidies.
4966,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,one.
4967,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,In accordance with the provisions of article 34.4 of Law 38/2003 - of November 17 - the payment of the subsidies will be made in advance - as the necessary financing to carry out the actions charged to the subsidy.
4968,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,'two.
4969,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The payment of subsidies will be made without the need for a deposit or guarantee.
4970,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,3.
4971,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Prior to the payment of the subsidies - the beneficiary entities must prove compliance with the requirements set forth in article 13 of Law 38/2003 - of November 17 - to obtain the status of beneficiaries of the subsidy - as well as be up-to-date in complying with their tax and Social Security obligations- in accordance with the provisions of articles 18 and 19 of the Regulations of the General Subsidies Law- approved by royal decree 887/2006- of July 21- as well such as not being a debtor for reimbursement procedures.
4972,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,4.
4973,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The presentation of the subsidy application will entail the authorization of the applicant so that the awarding body directly obtains the accreditation of the circumstances provided for in articles 18 and 19 of the Regulations of the General Law of Subsidies- approved by Royal Decree 887/2006 - of July 21- through telematic certificates- in which case the applicant must not provide the corresponding certification.
4974,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,However- the applicant may expressly deny consent- and must then provide the certification in the terms provided in article 22 of the aforementioned Regulation.
4975,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 7.
4976,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Obligations of the beneficiaries.
4977,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The beneficiary entities of these subsidies will be subject to the obligations set forth in articles 13 and 14 of Law 38/2003- of November 17- and in particular to the following- respectively: 1.
4978,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Spanish Association of Small and Medium Wine-growing Cities (ACEVIN): a)\u2003Carry out the actions for which this subsidy is granted- the purpose of the subsidy being understood to have been fulfilled when the beneficiary proves the destination of the funds received for said actions.
4979,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Submit the corresponding justification.
4980,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
4981,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,d)\u2003The ACEVIN Association will finance all or part of the actions charged to the subsidy regulated in this royal decree.
4982,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003If applicable - in the selection and remuneration of personnel - the ACEVIN Association will respect the principles of merit - capacity - and equal treatment between men and women.
4983,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"f)\u2003To be financed- the activities must be carried out in the years 2020 and 2021- and be completed by April 30, 2021. g)\u2003The period of justification is established in three months from the following day at the end of the execution period."
4984,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,two.
4985,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Spanish Federation of Municipalities and Provinces (FEMP): a)\u2003Carry out the actions for which this subsidy is granted- the purpose of the subsidy being understood to have been fulfilled when the beneficiary proves the destination of the funds received for said actions.
4986,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Submit the corresponding justification.
4987,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
4988,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,d)\u2003The Spanish Federation of Municipalities and Provinces will finance all or part of the actions charged to the subsidy regulated in this royal decree.
4989,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003In the event that it proceeds - in the selection and remuneration of personnel - the Spanish Federation of Municipalities and Provinces will respect the principles of merit - capacity - and equal treatment between men and women.
4990,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"f)\u2003To be financed- the activities must be carried out within the year 2020 and be completed by December 31, 2020. g)\u2003The period of justification is established in three months from the day following the conclusion of the execution period."
4991,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,3.
4992,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Institute for Spanish Tourism Quality (ICTE): a)\u2003Carry out the actions for which this subsidy is granted - which are established in this Royal Decree - the purpose of the subsidy being understood to have been fulfilled when the beneficiary proves the destination of the funds received for said actions.
4993,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Present the corresponding justification in the terms provided in this royal decree.
4994,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information requiredgiven by the competent bodies.
4995,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"d)\u2003The Institute for Spanish Tourism Quality will finance all or part of the detailed actions, charged to the subsidy regulated in this royal decree."
4996,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003When appropriate - in the selection and remuneration of personnel - the Institute for Spanish Tourism Quality will respect the principles of merit - capacity - and equal treatment between men and women.
4997,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,f)\u2003To be financed- the activities must be carried out in the 2020 financial year and be completed by December 31 of that same year.
4998,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,g)\u2003The justification period is set at six months from the day following the end of the execution period- due to the complexity of the actions financed and to effectively allow their complete justification.
4999,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,4.
5000,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Association of Ecotourism in Spain: a)\u2003Carry out the actions for which this subsidy is granted - which are established in this royal decree - the object of the subsidy being understood to have been fulfilled when the beneficiary proves the destination of the funds received to said performances.
5001,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Present the corresponding justification in the terms provided in this royal decree.
5002,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
5003,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"d)\u2003The Association of Ecotourism in Spain will finance all or part of the detailed actions, charged to the subsidy regulated in this Royal Decree, without exceeding the amounts indicated."
5004,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003If applicable - in the selection and remuneration of staff - the Ecotourism Association in Spain will respect the principles of merit - capacity - and equal treatment between men and women.
5005,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"f)\u2003To be financed- the activities must be carried out in the years 2020 and 2021- and be completed by May 31, 2021. g)\u2003The period of justification is established in three months from the following day at the end of the execution period."
5006,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,5.
5007,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Asociación Instituto Tecnológico Hotelero (ITH): a)\u2003 Carry out the actions for which this subsidy is granted - which are established in this royal decree - the purpose of the subsidy being understood to have been fulfilled when the beneficiary proves the destination of the funds received to said actions.
5008,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Present the corresponding justification in the terms provided in this royal decree.
5009,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
5010,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"d)\u2003The ITH will finance, charged to the subsidy regulated in this Royal Decree, all or part of the detailed actions- without exceeding the amounts indicated."
5011,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003In case it proceeds - in the selection and remuneration of personnel - the ITH will respect the principles of merit - capacity - and equal treatment between men and women.
5012,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"f)\u2003To be financed- the activities must be carried out in the years 2020 and 2021- and be completed by May 31, 2021. g)\u2003The period of justification is established in three months from the following day at the end of the execution period."
5013,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,'6.
5014,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Group of World Heritage Cities of Spain: a)\u2003Carry out the actions for which this subsidy is granted - which are established in this royal decree - the purpose of the subsidy being understood to have been fulfilled when the beneficiary accredits the destination of the funds received for said actions.
5015,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Present the corresponding justification in the terms provided in this royal decree.
5016,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
5017,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,d)\u2003The Association Group of World Heritage Cities of Spain will finance all or part of the detailed actions charged to the subsidy regulated in this royal decree.
5018,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,'e)\u2003If applicable - in the selection and remuneration of personnel - the Association of the Group of World Heritage Cities of Spain will respect the principles of merit - capacity - and equal treatment between men and women.
5019,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"'f)\u2003To be financed- the activities must be carried out in the years 2020 and 2021- and be completed by June 30, 2021. g)\u2003The period of justification is established in three months from the following day at the end of the execution period."
5020,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,'7.
5021,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Asociación Saborea España: a)\u2003Carry out the actions for which this subsidy is granted - which are established in this royal decree - the object of the subsidy being understood to have been fulfilled whenthe beneficiary proves the destination of the funds received for said actions.
5022,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Present the corresponding justification in the terms provided in this royal decree.
5023,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
5024,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"d)\u2003The Asociación Saborea España will finance, charged to the subsidy regulated in this royal decree, all or part of the detailed actions."
5025,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003In the event that it proceeds - in the selection and remuneration of personnel - the Asociación Saborea España will respect the principles of merit - capacity - and equal treatment between men and women.
5026,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"f)\u2003To be financed- the activities must be carried out in the years 2020 and 2021- and be completed by March 31, 2021. g)\u2003The period of justification is established in three months from the following day at the end of the execution period."
5027,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,8.
5028,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Association of Environmental and Consumer Education (ADEAC): a)\u2003Carry out the actions for which this subsidy is granted - which are established in this royal decree - the object of the subsidy being understood to have been fulfilled when the beneficiary accredits the destination of the funds received for said actions.
5029,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003Present the corresponding justification in the terms provided in this royal decree.
5030,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,c)\u2003Submit to current regulations on supervision-monitoring and control of subsidies-as well as provide all the information required by the competent bodies.
5031,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,d)\u2003The Environmental and Consumer Education Association will finance all or part of the detailed actions charged to the subsidy regulated in this royal decree.
5032,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003If applicable - in the selection and remuneration of personnel - the Association of Environmental and Consumer Education will respect the principles of merit - capacity - and equal treatment between men and women.
5033,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,f)\u2003To be financed- the activities must be carried out in the 2020 financial year and be completed by December 31 of that same year.
5034,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,g)\u2003The period of justification is established in three months from the day following the conclusion of the execution period.
5035,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 8.
5036,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Advertisement of the subsidy.
5037,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The beneficiary entities must publicize or publicize the public financing of the activities or actions that are the object of the subsidy.
5038,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The beneficiary entities must make a visible statement in any documentation or publication of any kind and support- communication or visibility action that they use for the dissemination of the subsidized activity or action and in the publications that may derive from them.
5039,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The logo to be included may be established in the concession resolution.
5040,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 9.
5041,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Justification regime.
5042,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,one.
5043,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The justification of compliance with the aid granted to the beneficiary entities - will be carried out by means of a supporting account of the expenses incurred - whose content will be adjusted to the provisions of article 72 of the Regulations of the General Subsidies Law - approved by Royal Decree 887 / 2006- July 21.
5044,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,two.
5045,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The beneficiary entities - after the completion of the execution of the eligible actions - will justify before the managing body the application of the subsidy received and will present a Report of action justifying compliance with the conditions imposed in the resolution of the concession - with an indication of the actions carried out and the results obtained.
5046,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,They will also present an economic report justifying the total cost of all the actions carried out- which will contain: a)\u2003A report justifying compliance with the conditions imposed in the award of the subsidy- indicating the actions carried out and the results obtained.
5047,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,b)\u2003An economic Report justifying the total cost of all the actions carried out- which will contain: 1st\u2003A classified list of the costs of the action- with identification of the creditor and the document- its amount- date of issue and date payment.
5048,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,2.º\u2003Pay slips- invoices or documents of equivalent probative value in commercial legal traffic or with administrative efficiency incorporated in the list referred to in the previous paragraph and the supporting documentation of payment.
5049,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,c)\u2003A detailed list of other income or subsidies that have financed the subsidized actions with an indication of the amount and its origin.
5050,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"d)\u2003In your case - the three budgets that - in application of article 31.3 of Law 38/2003 - of November 17 - the beneficiary must have requested from contractors or suppliers of works, supplies or services."
5051,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,e)\u2003Inyour case - the reimbursement payment letter in the event of unapplied remnants - as well as the default interest derived from them.
5052,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The award resolution will determine the deadline for submitting this Final Report and the requirements to be met by the supporting documentation of the activities carried out and the expenses incurred.
5053,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The Secretary of State for Tourism will examine the justification presented and - where appropriate - will give its approval to it provided that it confirms that the actions contemplated in article 5 have been carried out - collecting - if not - the pertinent corrections and - if appropriate - starting the refund procedure.
5054,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 10.
5055,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Defaults and refunds.
5056,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,one.
5057,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,accordance with the provisions of Law 38/2003- of November 17- the amounts received will be reimbursed and the corresponding default interest will be required- from the moment of payment of the subsidy until the moment in which the reinstatement- when any of the causes foreseen in article 37 of Law 38/2003- of November 17 concur.
5058,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,two.
5059,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,In the event of partial non-compliance - the setting of the amount that must be reimbursed to the Secretary of State for Tourism will be determined in application of the principle of proportionality and taking into account the fact that compliance is significantly closer to total compliance and proves by the Beneficiary Entity an action unequivocally tending to the satisfaction of its commitments.
5060,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"For these purposes- in order to consider partial non-compliance, it will be necessary to prove that a minimum of seventy percent of the actions have been carried out."
5061,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,3.
5062,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The reimbursement procedure will be governed by the provisions of articles 41 to 43 of Law 38/2003- of November 17 and in chapter II of title III of the Regulations of the General Subsidies Law- approved by royal decree 887/ 2006- of July 21- being the competent body to demand the reimbursement of the subsidy granted the Secretary of State for Tourism.
5063,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 11.
5064,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,Compatibility with other grants and subsidies.
5065,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,one.
5066,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The grants are compatible with other grants-aid-income or resources obtained for the same purpose- from any public administrations or public or private entities -national- of the European Union or international organizations.
5067,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The amount of the subsidy in no case may be of such an amount that - alone or in concurrence with other subsidies - aids - income or resources - exceeds the cost of the subsidized activity.
5068,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,two.
5069,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,The beneficiary entities of these subsidies must communicate the obtaining of the resources referred to in the previous section.
5070,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,This communication must be made as soon as it is known and -in any case- prior to the justification of the application given to the funds received as established in article 14.d) of Law 38/2003- of November 17.
5071,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,3.
5072,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,FINANCIAL POLICY: DIRECT PAYMENTS,When the activities have been financed - in addition to this subsidy - with own funds or other subsidies or resources - the amount - origin and application of such funds to the subsidized activities must be accredited in the justification according to article 30.4 of Law 38 / 2003- November 17.
5073,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Article 12.
5074,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Sanctions regime.
5075,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The possible infractions that could be committed by the beneficiary entities will be sanctioned in accordance with the provisions of Title IV of Law 38/2003- of November 17- and Title IV of its Development Regulations- approved by Royal Decree 887/ 2006- July 21.
5076,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,First final provision.
5077,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Competence title.
5078,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"This royal decree is issued under the protection of the provisions of article 149.1.13.ª of the Spanish Constitution, which attributes to the State the competence to dictate the bases and coordination of the general planning of economic activity."
5079,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Second final provision.
5080,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Enabling for regulatory development.
5081,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,The Minister of Industry-Commerce and Tourism is empowered to adopt the necessary regulatory provisions for the development and execution of this royal decree.
5082,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Third final provision.
5083,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,Entry into force.
5084,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"This royal decree will enter into force on the day following its publication in the ""Official State Gazette."""
5085,050_ES_2020-09-29a_2022-05-07_11:58:29.2.txt,NONE,"Given in Madrid- on September 29, 2020."
5086,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,By virtue- I order: Sole article.
5087,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,Modification of Order HAC/1271/2019- of December 9- approving the rules for the development of the provisions of article 26 of the Special Tax Regulations- approved by Royal Decree 1165/1995- of December 7 July- on tax marks provided for derived beverages.
5088,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,Order HAC/1271/2019- of December 9- approving the rules for the development of the provisions of article 26 of the Regulation of Special Taxes- approved by Royal Decree 1165/1995- of July 7- on tax marks provided for derived beverages- is modified as follows: One.
5089,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,Section 2 of article 4 of Order HAC/1271/2019- of December 9- regarding the information to be incorporated after receipt of fiscal marks- is amended as follows: «2.
5090,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,In the case of tax warehouses for alcoholic beverages and tobacco products located in ports and airports of the Canary Islands - Peninsula and Balearic Islands and which function exclusively as retail establishments - as well as tax warehouses authorized exclusively to carry out beverage supply operations alcoholic beverages intended for consumption or sale on board ships or aircraft- with respect to sales to travelers of derived beverages- that must have the fiscal seal incorporated and that have been made each calendar month- said deposits must only be communicated- through the Campusof the State Tax Administration Agency - the number of units and the model of seals attached to the bottles or containers sold - within the first five business days of the following month.» Two.
5091,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,The single additional provision is modified and is worded as follows: «Single additional provision.
5092,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,Declaration of stocks and destruction of tax marks.
5093,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,one.
5094,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,"Before January 31, 2021- manufacturers and holders of tax warehouses and receiving warehouses- as well as- where applicable- occasional registered recipients- authorized recipients- tax representatives of distance sellers- registered shippers and importers will submit to the competent special tax management office- comprehensive declaration of the tax seals they have in stock without adhering of the models E4- E5- P3- P4- P5- P6- P7- P8- G3- G4 and G5- in force until the date of entry into force of this order- with expression of its number."
5095,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,"After the presentation of said declaration - and in any case before March 30, 2021 - they will deliver the aforementioned seals to the Intervention Services for their destruction."
5096,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,From this moment of delivery- the value of the special tax corresponding to said seals will not compute for the purposes of calculating the limit of the guarantees provided for in article 26 of the Special Tax Regulations.
5097,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,two.
5098,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,"The competent special tax management offices will proceed - before October 31, 2021 - to destroy the seals referred to in the previous section - as well as the stock of undelivered seals of the E4-E5-P3 models- P4- P5- P6- P7- P8- G3- G4 and G5 that the managing offices themselves have."
5099,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,"Of said destruction, the corresponding record will be drawn up - confirming - the type - the numbering and quantity of the destroyed seals - place and date of destruction.» Three."
5100,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,The first transitory provision is modified and is worded as follows: «First transitory provision.
5101,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,Transitional period for the adherence of tax marks.
5102,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,"Throughout the year 2020- the owners of the establishments may continue to adhere the seals that they have requested from the State Tax Administration Agency before January 1, 2020- of the models E4- E5- P3- P4- P5- P6- P7- P8- G3- G4 and G5- cited in the single additional provision above- without the obligation to incorporate the information provided for in article 4 of this order."
5103,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,"Also- until December 31, 2020- the new models of fiscal marks approved by this order may be attached to the bottles or containers that contain derived beverages- without the incorporation to the Electronic Headquarters of the State Agency of Tax Administration of the information mentioned in article 4 section 1 of this ministerial order."
5104,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,However- any owner of an establishment may- during the year 2020 and on a voluntary basis- supply these data established in article 4 section 1 to the aforementioned Electronic Office.
5105,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,FISCAL POLICY,In any case - the information of the data provided for in article 4 section 1 of this order regarding the new models of tax marks adhered during the year 2020 - must be provided deferred during the first three months of 2021 to the Headquarters of the State Tax Administration Agency.” Four.
5106,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,The second transitory provision of the Order is modified and is worded as follows: «Second transitory provision.
5107,040_ES_2020-07-06_2022-05-07_11:58:28.7.txt,NONE,Maintaining the validity of certain seals.
